data,numero_pedido,cliente,estado,cidade,vendedor,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,forma_pagamento
2025-02-01,PED-2025-00881,Nova Comercial 177,BA,Vitória da Conquista,Ana Martins,Cadeira Ergonômica,Móveis,1,1344.18,0.1,779.68,Pix
2025-02-01,PED-2025-00881,Nova Comercial 177,BA,Vitória da Conquista,Ana Martins,Monitor Ultrawide 29,Informática,2,1865.22,0.0,1176.17,Pix
2025-09-27,PED-2025-00882,Prime Serviços 149,MG,Belo Horizonte,Diego Lima,Switch 24 Portas,Conectividade,2,1110.95,0.1,614.95,Boleto
2025-03-27,PED-2025-00883,Central Tecnologia 203,SC,Joinville,Juliana Mendes,Gaveteiro Executivo,Móveis,4,709.45,0.05,365.62,Cartão de crédito
2025-12-14,PED-2025-00884,Conecta Varejo 134,DF,Brasília,Camila Rocha,Toner Preto,Impressão,1,321.88,0.12,146.15,Pix
2025-04-06,PED-2025-00885,Horizonte Comercial 025,PR,Londrina,Fernanda Alves,Cadeira Ergonômica,Móveis,7,1335.18,0.03,753.32,Pix
2025-02-09,PED-2025-00886,Alfa Comercial 001,SP,Santos,,Notebook Essencial 14,Informática,5,2802.46,0.1,2095.35,Transferência
2025-02-09,PED-2025-00886,Alfa Comercial 001,SP,Santos,,Filtro de Linha Premium,Energia,2,121.7,0.15,49.73,Transferência
2025-09-12,PED-2025-00887,Central Engenharia 183,SP,Campinas,Bruno Costa,Mouse Sem Fio,Acessórios,1,149.32,0.05,67.41,Boleto
2025-02-22,PED-2025-00888,Alfa Tecnologia 131,GO,Goiânia,Fernanda Alves,Roteador Empresarial,Conectividade,1,761.2,0.08,360.71,Boleto
2025-12-17,PED-2025-00889,Conecta Varejo 054,MG,Juiz de Fora,Bruno Costa,Roteador Empresarial,Conectividade,2,738.03,0.08,369.48,Cartão de débito
2025-01-07,PED-2025-00890,Prime Engenharia 079,RS,Caxias do Sul,Ana Martins,Headset Corporativo,Acessórios,6,328.29,0.05,153.9,Cartão de débito
2025-01-07,PED-2025-00890,Prime Engenharia 079,RS,Caxias do Sul,Ana Martins,Toner Preto,Impressão,1,327.14,0.0,143.33,Cartão de débito
2025-02-17,PED-2025-00891,Ponto Varejo 158,RJ,Rio de Janeiro,Bruno Costa,Headset Corporativo,Acessórios,2,319.6,0.0,153.97,Cartão de crédito
2025-02-17,PED-2025-00891,Ponto Varejo 158,RJ,Rio de Janeiro,Bruno Costa,Switch 24 Portas,Conectividade,4,1130.0,0.12,614.67,Cartão de crédito
2025-05-13,PED-2025-00892,Alfa Comercial 041,PR,Maringá,Diego Lima,Filtro de Linha Premium,Energia,2,116.45,0.08,52.32,Boleto
2025-05-13,PED-2025-00892,Alfa Comercial 041,PR,Maringá,Diego Lima,Mouse Sem Fio,Acessórios,1,145.47,0.12,66.48,Boleto
2025-05-13,PED-2025-00892,Alfa Comercial 041,PR,Maringá,Diego Lima,Impressora Multifuncional,Impressão,4,1644.57,0.08,980.2,Boleto
2025-07-17,PED-2025-00893,Integra Varejo 166,SP,Santos,Juliana Mendes,Monitor Ultrawide 29,Informática,5,1782.39,0.08,1199.02,Pix
2025-07-17,PED-2025-00893,Integra Varejo 166,SP,Santos,Juliana Mendes,Cadeira Ergonômica,Móveis,5,1389.63,0.12,748.75,Pix
2025-07-17,PED-2025-00893,Integra Varejo 166,SP,Santos,Juliana Mendes,Mouse Sem Fio,Acessórios,3,155.07,0.0,67.32,Pix
2025-05-28,PED-2025-00894,Alfa Comercial 041,PR,Maringá,Fernanda Alves,Filtro de Linha Premium,Energia,1,120.18,0.0,49.89,Boleto
2025-04-21,PED-2025-00895,Ponto Varejo 078,MG,Juiz de Fora,Camila Rocha,Filtro de Linha Premium,Energia,1,121.54,0.0,50.13,Transferência
2025-03-27,PED-2025-00896,Nova Comercial 017,SP,Santos,Gustavo Ribeiro,Mouse Sem Fio,Acessórios,7,144.04,0.05,69.9,Pix
2025-03-27,PED-2025-00896,Nova Comercial 017,SP,Santos,Gustavo Ribeiro,Headset Corporativo,Acessórios,3,"R$ 324,41",0.05,157.91,Pix
2025-03-27,PED-2025-00896,Nova Comercial 017,SP,Santos,Gustavo Ribeiro,Gaveteiro Executivo,Móveis,2,695.71,0.12,372.62,Pix
2025-10-02,PED-2025-00897,Prime Serviços 109,RJ,Petrópolis,Gustavo Ribeiro,Filtro de Linha Premium,Energia,1,120.68,0.05,51.85,Cartão de débito
2025-05-23,PED-2025-00898,Ponto Soluções 048,SC,Florianópolis,Juliana Mendes,Mesa Ajustável,Móveis,5,1884.7,0.1,1023.85,Boleto
2025-05-23,PED-2025-00898,Ponto Soluções 048,SC,Florianópolis,Juliana Mendes,Mouse Sem Fio,Acessórios,5,147.09,0.0,66.58,Boleto
2025-08-01,PED-2025-00899,Prime Tecnologia 219,RJ,Petrópolis,Ana Martins,Filtro de Linha Premium,Energia,2,115.24,0.05,50.35,Pix
2025-08-01,PED-2025-00899,Prime Tecnologia 219,RJ,Petrópolis,Ana Martins,Mouse Sem Fio,Acessórios,5,150.18,0.08,66.18,Pix
2025-08-01,PED-2025-00899,Prime Tecnologia 219,RJ,Petrópolis,Ana Martins,Nobreak 1500VA,Energia,2,1160.1,0.0,670.76,Pix
2025-02-27,PED-2025-00900,Central Comercial 113,SP,São Paulo,Juliana Mendes,Roteador Empresarial,Conectividade,3,779.23,0.0,372.93,Boleto
2025-08-20,PED-2025-00901,Nova Serviços 117,GO,Anápolis,Juliana Mendes,Teclado Mecânico,Acessórios,1,408.45,0.08,198.39,Boleto
2025-08-20,PED-2025-00901,Nova Serviços 117,GO,Anápolis,Juliana Mendes,Notebook Pro 15,Informática,1,5134.36,0.1,3442.8,Boleto
2025-12-23,PED-2025-00902,Central Tecnologia 043,SC,Florianópolis,Camila Rocha,Mouse Sem Fio,Acessórios,3,152.75,0.12,70.56,Pix
2025-01-05,PED-2025-00903,Nova Comercial 137,PE,Recife,Gustavo Ribeiro,Monitor Ultrawide 29, informática ,2,1828.19,0.0,1188.38,Transferência
2025-03-17,PED-2025-00904,Integra Logística 066,SP,São Paulo,Juliana Mendes,Notebook Pro 15,Informática,3,5127.34,0.08,3458.68,Boleto
2025-03-17,PED-2025-00904,Integra Logística 066,SP,São Paulo,Juliana Mendes,Mouse Sem Fio,Acessórios,2,144.8,0.05,67.2,Boleto
2025-04-28,PED-2025-00905,Alfa Serviços 101,MG,Uberlândia,Camila Rocha,Monitor Ultrawide 29,Informática,9,1725.05,0.0,1133.04,Cartão de crédito
2025-04-27,PED-2025-00906,,SP,Ribeirão Preto,Juliana Mendes,Roteador Empresarial,Conectividade,1,778.99,0.1,375.93,Cartão de débito
2025-04-27,PED-2025-00906,Central Serviços 013,SP,Ribeirão Preto,Juliana Mendes,Impressora Multifuncional,Impressão,6,1556.88,0.0,1009.33,Cartão de débito
2025-02-27,PED-2025-00907,Ponto Varejo 038,SP,Santos,Juliana Mendes,Headset Corporativo,Acessórios,1,335.54,0.0,158.92,Boleto
2025-02-27,PED-2025-00907,Ponto Varejo 038,SP,Santos,Juliana Mendes,Mouse Sem Fio,Acessórios,3,156.53,0.12,66.94,Boleto
2025-02-27,PED-2025-00907,Ponto Varejo 038,SP,Santos,Juliana Mendes,Webcam Full HD,Acessórios,1,290.48,0.0,132.21,Boleto
2025-01-09,PED-2025-00908,Integra Varejo 006,SP,Santos,Camila Rocha,Access Point Wi-Fi 6,Conectividade,2,916.34,0.0,465.84,Boleto
2025-08-29,PED-2025-00909,Alfa Engenharia 031,GO,Goiânia,Diego Lima,Mouse Sem Fio,Acessórios,6,153.03,0.0,68.29,Cartão de crédito
2025-05-23,PED-2025-00910,Conecta Varejo 134,SP,Campinas,Diego Lima,Mouse Sem Fio,Acessórios,2,147.94,0.12,67.85,Pix
2025-05-23,PED-2025-00910,Conecta Varejo 134,SP,Campinas,Diego Lima,Kit Toner Colorido,Impressão,1,874.35,0.1,420.93,Pix
2025-02-12,PED-2025-00911,Vértice Distribuidora 100,MG,Uberlândia,Bruno Costa,Mouse Sem Fio,Acessórios,6,149.78,0.03,69.2,Transferência
2025-05-06,PED-2025-00912,Vértice Varejo 110,BA,Salvador,Gustavo Ribeiro,Monitor Ultrawide 29,Informática,2,1782.57,0.1,1158.01,Boleto
2025-05-01,PED-2025-00913,Prime Comercial 209,SP,São Paulo,,Webcam Full HD,Acessórios,2,282.17,0.0,133.3,Transferência
2025-02-16,PED-2025-00914,Integra Soluções 176,SP,São Paulo,Lucas Barros,Cadeira Ergonômica,Móveis,5,1419.17,0.0,758.15,Cartão de crédito
2025-08-02,PED-2025-00915,Central Comercial 033,RS,Caxias do Sul,Juliana Mendes,Notebook Essencial 14,Informática,4,2892.43,0.08,2066.3,Cartão de crédito
2025-08-02,PED-2025-00915,Central Comercial 033,RS,Caxias do Sul,Juliana Mendes,Monitor Ultrawide 29,Informática,5,1744.68,0.0,1137.23,Cartão de crédito
2025-03-31,PED-2025-00916,Aurora Soluções 192,RJ,Niterói,Bruno Costa,Filtro de Linha Premium,Energia,5,123.99,0.05,51.68,Pix
2025-05-07,PED-2025-00917,Ponto Logística 058,MG,Belo Horizonte,Fernanda Alves,Access Point Wi-Fi 6,Conectividade,1,864.61,0.08,468.15,Pix
2025-05-07,PED-2025-00917,Ponto Logística 058,MG,Belo Horizonte,Fernanda Alves,Teclado Mecânico, acessórios ,4,403.03,0.03,191.2,Pix
2025-06-05,PED-2025-00918,Central Comercial 113,RS,Porto Alegre,Gustavo Ribeiro,Notebook Essencial 14,Informática,4,2933.03,0.1,2035.95,Cartão de débito
2025-03-15,PED-2025-00919,Ponto Logística 058,SP,Ribeirão Preto,Juliana Mendes,Impressora Multifuncional,Impressão,1,1537.08,0.0,1044.01,Cartão de crédito
2025-02-06,PED-2025-00920,Alfa Serviços 101,PR,Curitiba,Bruno Costa,Filtro de Linha Premium,Energia,4,116.15,0.1,52.98,Transferência
2025-09-30,PED-2025-00921,Aurora Soluções 072,SP,São Paulo,Camila Rocha,Notebook Essencial 14,Informática,3,2912.13,0.15,2079.96,Pix
2025-09-30,PED-2025-00921,Aurora Soluções 072,SP,São Paulo,Camila Rocha,Filtro de Linha Premium,Energia,1,115.84,0.1,50.81,Pix
2025-04-12,PED-2025-00922,Central Tecnologia 163,SC,Blumenau,Camila Rocha,Nobreak 1500VA,Energia,4,1245.12,0.08,680.31,Pix
2025-06-04,PED-2025-00923,Alfa Tecnologia 091,BA,Vitória da Conquista,Ana Martins,Headset Corporativo,Acessórios,2,335.69,0.05,163.94,Cartão de débito
2025-12-26,PED-2025-00924,Central Serviços 173,MG,Belo Horizonte,Lucas Barros,Toner Preto,Impressão,3,339.41,0.05,144.93,Cartão de crédito
2025-08-29,PED-2025-00925,Integra Distribuidora 076,BA,Feira de Santana,Fernanda Alves,Webcam Full HD,Acessórios,1,285.2,0.0,136.99,Cartão de crédito
2025-08-15,PED-2025-00926,Integra Logística 066,RJ,Niterói,Lucas Barros,Toner Preto,Impressão,2,345.26,0.0,148.86,Cartão de crédito
2025-08-15,PED-2025-00926,Integra Logística 066,RJ,Niterói,Lucas Barros,Nobreak 1500VA,Energia,1,1226.56,0.15,656.97,Cartão de crédito
2025-12-02,PED-2025-00927,Ponto Varejo 158,PR,Maringá,Fernanda Alves,Mouse Sem Fio,Acessórios,5,145.25,0.1,66.98,Transferência
2025-04-22,PED-2025-00928,Ponto Logística 058,SP,São Paulo,Camila Rocha,Kit Toner Colorido,Impressão,2,862.04,0.1,410.52,Pix
2025-11-09,PED-2025-00929,Aurora Varejo 022,RS,Pelotas,Lucas Barros,Mouse Sem Fio,Acessórios,3,146.41,0.15,68.26,Cartão de débito
2025-06-17,PED-2025-00930,Nova Tecnologia 027,PR,Londrina,Lucas Barros,Webcam Full HD,Acessórios,1,284.45,0.08,136.13,Cartão de crédito
2025-06-17,PED-2025-00930,Nova Tecnologia 027,PR,Londrina,Lucas Barros,Roteador Empresarial,Conectividade,1,732.24,0.05,382.6,Cartão de crédito
2025-06-17,PED-2025-00930,Nova Tecnologia 027,PR,Londrina,Lucas Barros,Teclado Mecânico,Acessórios,1,393.16,0.0,"R$ 188,62",Cartão de crédito
2025-08-11,PED-2025-00931,Nova Engenharia 007,SP,São Paulo,Camila Rocha,Cadeira Ergonômica,Móveis,1,1373.87,0.0,784.0,Boleto
2025-09-21,PED-2025-00932,Prime Comercial 049,SP,Santos,Lucas Barros,Headset Corporativo,Acessórios,1,342.55,0.03,154.31,Boleto
2025-03-11,PED-2025-00933,Ponto Distribuidora 028,MG,Juiz de Fora,Ana Martins,Filtro de Linha Premium,Energia,2,121.58,0.15,50.85,Pix
2025-10-10,PED-2025-00934,Conecta Logística 034,PR,Curitiba,Ana Martins,Notebook Essencial 14,Informática,1,2968.87,0.1,2099.72,Pix
2025-10-10,PED-2025-00934,Conecta Logística 034,PR,Curitiba,Ana Martins,Mesa Ajustável,Móveis,1,1779.07,0.12,1053.63,Pix
2025-08-23,PED-2025-00935,Integra Soluções 096,RJ,Niterói,Gustavo Ribeiro,Cadeira Ergonômica,Móveis,1,1402.41,0.08,780.85,Cartão de débito
2025-08-23,PED-2025-00935,Integra Soluções 096,RJ,Niterói,Gustavo Ribeiro,Headset Corporativo,Acessórios,10,342.69,0.1,158.15,Cartão de débito
2025-10-04,PED-2025-00936,Nova Engenharia 127,SP,Santos,Lucas Barros,Notebook Essencial 14,Informática,3,2824.51,0.05,2023.9,Cartão de crédito
2025-10-04,PED-2025-00936,Nova Engenharia 127,SP,Santos,Lucas Barros,Teclado Mecânico,Acessórios,3,385.27,0.08,194.6,Cartão de crédito
2025-10-04,PED-2025-00936,Nova Engenharia 127,SP,Santos,Lucas Barros,Nobreak 1500VA,Energia,3,1178.43,0.03,699.69,Cartão de crédito
2025-08-15,PED-2025-00937,Conecta Varejo 134,RJ,Rio de Janeiro,Juliana Mendes,Webcam Full HD,Acessórios,5,283.67,0.05,137.15,Cartão de débito
2025-07-10,PED-2025-00938,Central Tecnologia 003,RS,Caxias do Sul,Camila Rocha,Mouse Sem Fio,Acessórios,2,155.53,0.0,68.99,Cartão de crédito
2025-07-10,PED-2025-00938,Central Tecnologia 003,RS,Caxias do Sul,Camila Rocha,Monitor Ultrawide 29,Informática,1,1726.19,0.05,1139.22,Cartão de crédito
2025-11-03,PED-2025-00939,Vértice Varejo 070,PR,Curitiba,Gustavo Ribeiro,Impressora Multifuncional,Impressão,4,1613.56,0.15,986.12,Pix
2025-11-03,PED-2025-00939,Vértice Varejo 070,PR,Curitiba,Gustavo Ribeiro,Notebook Pro 15,Informática,1,4989.04,0.05,3548.86,Pix
2025-10-09,PED-2025-00940,Horizonte Comercial 185,MG,Uberlândia,Juliana Mendes,Filtro de Linha Premium,Energia,3,118.8,0.08,50.94,Cartão de débito
2025-10-09,PED-2025-00940,Horizonte Comercial 185,MG,Uberlândia,Juliana Mendes,Teclado Mecânico,Acessórios,2,375.79,0.05,197.53,Cartão de débito
2025-10-09,PED-2025-00940,Horizonte Comercial 185,MG,Uberlândia,Juliana Mendes,Access Point Wi-Fi 6,Conectividade,4,919.06,0.03,480.59,Cartão de débito
2025-04-06,PED-2025-00941,Horizonte Comercial 025,MG,Juiz de Fora,Lucas Barros,Roteador Empresarial,Conectividade,2,778.15,0.0,369.63,Cartão de crédito
2025-04-06,PED-2025-00941,Horizonte Comercial 025,MG,Juiz de Fora,Lucas Barros,Monitor Ultrawide 29,Informática,1,1776.67,0.0,1171.49,Cartão de crédito
2025-08-07,PED-2025-00942,Vértice Varejo 070,GO,Aparecida de Goiânia,Camila Rocha,Access Point Wi-Fi 6,Conectividade,4,866.99,0.0,484.12,Cartão de débito
2025-07-05,PED-2025-00943,Vértice Varejo 030,BA,Vitória da Conquista,Juliana Mendes,Filtro de Linha Premium,Energia,2,118.09,0.0,50.44,Boleto
2025-11-29,PED-2025-00944,Aurora Soluções 072,RS,Porto Alegre,Bruno Costa,Headset Corporativo,Acessórios,3,346.13,0.12,160.96,Pix
2025-09-11,PED-2025-00945,Central Tecnologia 203,SP,Santos,Fernanda Alves,Mouse Sem Fio,Acessórios,2,148.55,0.05,68.62,Transferência
2025-11-22,PED-2025-00946,Aurora Soluções 152,RJ,Rio de Janeiro,Fernanda Alves,Filtro de Linha Premium,Energia,2,120.03,0.03,51.88,Cartão de crédito
2025-08-25,PED-2025-00947,Central Comercial 193,SP,São Paulo,Camila Rocha,Notebook Essencial 14,Informática,1,2970.9,0.05,2020.17,Transferência
2025-08-25,PED-2025-00947,Central Comercial 193,SP,São Paulo,Camila Rocha,Gaveteiro Executivo,Móveis,8,694.32,0.05,362.34,Transferência
2025-02-07,PED-2025-00948,Vértice Logística 130,SC,Florianópolis,Fernanda Alves,Cadeira Ergonômica,Móveis,2,1375.31,0.08,795.03,Cartão de crédito
2025-02-07,PED-2025-00948,Vértice Logística 130,SC,Florianópolis,Fernanda Alves,Roteador Empresarial,Conectividade,2,766.65,0.0,358.46,Cartão de crédito
2025-11-06,PED-2025-00949,Ponto Logística 178,BA,Vitória da Conquista,Gustavo Ribeiro,Filtro de Linha Premium,Energia,4,124.1,0.15,51.72,Transferência
2025-01-09,PED-2025-00950,Integra Varejo 086,SP,São Paulo,Camila Rocha,Mouse Sem Fio,Acessórios,2,149.6,0.08,67.04,Pix
2025-01-09,PED-2025-00950,Integra Varejo 086,SP,São Paulo,Camila Rocha,Nobreak 1500VA,Energia,1,1174.02,0.0,675.12,Pix
2025-01-09,PED-2025-00950,Integra Varejo 086,SP,São Paulo,Camila Rocha,Cadeira Ergonômica,Móveis,2,1367.06,0.12,799.28,Pix
2025-10-02,PED-2025-00951,Aurora Distribuidora 132,PE,Caruaru,Bruno Costa,Filtro de Linha Premium,Energia,2,115.11,0.05,50.77,Cartão de débito
2025-10-02,PED-2025-00951,Aurora Distribuidora 132,PE,Caruaru,Bruno Costa,Headset Corporativo,Acessórios,3,324.86,0.05,156.0,Cartão de débito
2025-04-08,PED-2025-00952,Ponto Soluções 128,MG,Belo Horizonte,Lucas Barros,Notebook Pro 15,Informática,9,5125.21,0.15,3469.14,Cartão de crédito
2025-09-17,PED-2025-00953,Prime Tecnologia 099,PE,Recife,Fernanda Alves,Webcam Full HD,Acessórios,3,289.38,0.08,130.35,Transferência
2025-09-17,PED-2025-00953,Prime Tecnologia 099,PE,Recife,Fernanda Alves,Headset Corporativo,Acessórios,3,333.26,0.03,159.03,Transferência
2025-10-15,PED-2025-00954,Alfa Comercial 161,RS,Caxias do Sul,Ana Martins,Mouse Sem Fio,Acessórios,1,156.21,0.03,69.98,Boleto
2025-10-15,PED-2025-00954,Alfa Comercial 161,RS,Caxias do Sul,Ana Martins,Cadeira Ergonômica,Móveis,1,1438.0,0.1,793.41,Boleto
2025-10-02,PED-2025-00955,Alfa Serviços 061,BA,Feira de Santana,Ana Martins,Notebook Essencial 14,Informática,4,3021.72,0.1,2015.5,Transferência
2025-12-29,PED-2025-00956,Conecta Logística 114,SP,Ribeirão Preto,Camila Rocha,Monitor Ultrawide 29,Informática,5,1779.89,0.05,1173.79,Pix
2025-05-18,PED-2025-00957,Aurora Varejo 102,DF,Brasília,Juliana Mendes,Kit Toner Colorido,Impressão,7,880.35,0.05,400.53,Cartão de crédito
2025-05-18,PED-2025-00957,Aurora Varejo 102,DF,Brasília,Juliana Mendes,Toner Preto,Impressão,8,333.0,0.05,142.72,Cartão de crédito
2025-09-10,PED-2025-00958,Ponto Distribuidora 188,RJ,Niterói,Gustavo Ribeiro,Notebook Essencial 14,Informática,5,2903.05,0.05,2091.39,BOLETO
2025-12-29,PED-2025-00959,Nova Comercial 137,SP,Santos,Diego Lima,Filtro de Linha Premium,Energia,2,117.71,0.12,53.01,Cartão de débito
2025-07-04,PED-2025-00960,Alfa Serviços 061,RJ,Petrópolis,Juliana Mendes,Toner Preto,Impressão,5,330.52,0.0,145.74,Pix
2025-02-03,PED-2025-00961,Prime Engenharia 119,BA,Salvador,Ana Martins,Cadeira Ergonômica,Móveis,2,1402.8,0.08,797.58,Cartão de crédito
2025-10-30,PED-2025-00962,Horizonte Tecnologia 075,PR,Curitiba,Lucas Barros,Filtro de Linha Premium,Energia,5,120.3,0.08,52.95,Pix
2025-10-30,PED-2025-00962,Horizonte Tecnologia 075,PR,Curitiba,Lucas Barros,Access Point Wi-Fi 6,Conectividade,2,894.95,0.0,485.19,Pix
2025-01-15,PED-2025-00963,Prime Serviços 189,PR,Maringá,Juliana Mendes,Toner Preto,Impressão,5,317.35,0.05,149.59,Boleto
2025-01-15,PED-2025-00963,Prime Serviços 189,PR,Maringá,Juliana Mendes,Switch 24 Portas,Conectividade,1,1149.73,0.12,612.98,Boleto
2025-01-15,PED-2025-00963,Prime Serviços 189,PR,Maringá,Juliana Mendes,Teclado Mecânico,Acessórios,1,393.69,0.1,193.55,Boleto
2025-10-10,PED-2025-00964,Integra Distribuidora 036,BA,Vitória da Conquista,Camila Rocha,Mouse Sem Fio,Acessórios,2,150.12,0.0,68.28,Cartão de crédito
2025-10-10,PED-2025-00964,Integra Distribuidora 036,BA,Vitória da Conquista,Camila Rocha,Cadeira Ergonômica,Móveis,1,1374.29,0.12,755.29,Cartão de crédito
2025-04-02,PED-2025-00965,Prime Tecnologia 179,MG,Belo Horizonte,Gustavo Ribeiro,Switch 24 Portas,Conectividade,3,1165.96,0.1,599.82,Cartão de débito
2025-03-27,PED-2025-00966,Nova Engenharia 047,GO,Goiânia,Fernanda Alves,Nobreak 1500VA,Energia,3,1147.65,0.0,692.27,Cartão de crédito
2025-03-27,PED-2025-00966,Nova Engenharia 047,GO,Goiânia,Fernanda Alves,Kit Toner Colorido,Impressão,2,865.04,0.03,401.95,Cartão de crédito
2025-03-27,PED-2025-00966,Nova Engenharia 047,GO,Goiânia,Fernanda Alves,Notebook Essencial 14,Informática,3,2965.55,0.0,2019.85,Cartão de crédito
2025-07-15,PED-2025-00967,Aurora Distribuidora 052,BA,Salvador,Lucas Barros,Notebook Pro 15,Informática,4,4783.17,0.0,3424.11,Boleto
2025-07-15,PED-2025-00967,Aurora Distribuidora 052,BA,Salvador,Lucas Barros,Teclado Mecânico,Acessórios,5,396.59,0.0,187.0,Boleto
2025-07-15,PED-2025-00967,Aurora Distribuidora 052,BA,Salvador,Lucas Barros,Roteador Empresarial,Conectividade,3,735.01,0.03,372.67,Boleto
2025-09-05,PED-2025-00968,Central Engenharia 063,RJ,Niterói,Ana Martins,Mouse Sem Fio,Acessórios,3,156.72,0.0,68.14,Boleto
2025-09-05,PED-2025-00968,Central Engenharia 063,RJ,Niterói,Ana Martins,Toner Preto,Impressão,1,331.85,0.08,143.69,Boleto
2025-09-22,PED-2025-00969,Central Tecnologia 203,SC,Florianópolis,Fernanda Alves,Impressora Multifuncional,Impressão,3,1652.68,0.15,1008.23,Cartão de débito
2025-09-22,PED-2025-00969,Central Tecnologia 203,SC,Florianópolis,,Mesa Ajustável,Móveis,4,1804.99,0.08,1039.96,Cartão de débito
2025-12-14,PED-2025-00970,Conecta Logística 154,SP,Campinas,Gustavo Ribeiro,Monitor Ultrawide 29,Informática,4,1773.07,0.03,1196.93,Cartão de crédito
2025-06-29,PED-2025-00971,Alfa Serviços 061,PR,Londrina,Juliana Mendes,Monitor Ultrawide 29,Informática,9,1872.62,0.08,1176.04,Boleto
2025-06-29,PED-2025-00971,Alfa Serviços 061,PR,Londrina,Juliana Mendes,Headset Corporativo,Acessórios,2,330.7,0.0,164.18,Boleto
2025-10-21,PED-2025-00972,Prime Serviços 149,RJ,Niterói,Ana Martins,Cadeira Ergonômica,Móveis,1,1424.47,0.08,775.46,Pix
2025-10-21,PED-2025-00972,Prime Serviços 149,RJ,Niterói,Ana Martins,Filtro de Linha Premium,Energia,2,"R$ 124,42",0.03,51.11,Pix
2025-09-25,PED-2025-00973,Aurora Soluções 072,RJ,Niterói,Bruno Costa,Mouse Sem Fio,Acessórios,10,144.36,0.0,66.55,Transferência
2025-05-31,PED-2025-00974,Vértice Distribuidora 220,BA,Feira de Santana,Camila Rocha,Teclado Mecânico,Acessórios,3,387.93,0.0,198.15,Boleto
2025-05-31,PED-2025-00974,Vértice Distribuidora 220,BA,Feira de Santana,Camila Rocha,Webcam Full HD,Acessórios,5,268.85,0.1,133.34,Boleto
2025-11-18,PED-2025-00975,Conecta Varejo 134,GO,Goiânia,Juliana Mendes,Monitor Ultrawide 29,Informática,5,1760.15,0.1,1196.27,Pix
2025-11-18,PED-2025-00975,Conecta Varejo 134,GO,Goiânia,Juliana Mendes,Webcam Full HD,Acessórios,3,291.52,8%,"R$ 131,20",Pix
2025-11-18,PED-2025-00975,Conecta Varejo 134,GO,Goiânia,Juliana Mendes,Mouse Sem Fio,Acessórios,1,146.18,0.05,67.31,Pix
2025-03-02,PED-2025-00976,Ponto Logística 018,PE,Olinda,Diego Lima,Toner Preto,Impressão,1,334.83,0.05,145.78,Cartão de crédito
2025-12-23,PED-2025-00977,Integra Logística 146,SP,Campinas,Gustavo Ribeiro,Filtro de Linha Premium,Energia,1,122.2,0.0,50.16,Boleto
2025-05-30,PED-2025-00978,Prime Serviços 149,SP,Santos,Camila Rocha,Filtro de Linha Premium,Energia,4,119.19,0.08,50.71,Transferência
2025-05-30,PED-2025-00978,Prime Serviços 149,SP,Santos,Camila Rocha,Nobreak 1500VA,Energia,2,1224.98,0.0,683.07,Transferência
2025-10-17,PED-2025-00979,Central Engenharia 143,RS,Pelotas,Diego Lima,Gaveteiro Executivo,Móveis,1,669.15,0.0,364.23,Pix
2025-10-17,PED-2025-00979,Central Engenharia 143,RS,Pelotas,Diego Lima,Webcam Full HD,Acessórios,5,286.08,0.1,136.15,Pix
2025-10-17,PED-2025-00979,Central Engenharia 143,RS,Pelotas,Diego Lima,Filtro de Linha Premium,Energia,2,116.69,0.08,50.8,Pix
2025-12-05,PED-2025-00980,Prime Engenharia 199,SP,Santos,Gustavo Ribeiro,Impressora Multifuncional,Impressão,1,1624.45,0.08,1031.35,Pix
2025-10-17,PED-2025-00981,Integra Soluções 096,GO,Aparecida de Goiânia,Ana Martins,Mouse Sem Fio,Acessórios,2,148.84,0.08,68.86,Cartão de crédito
2025-10-17,PED-2025-00981,Integra Soluções 096,GO,Aparecida de Goiânia,Ana Martins,Teclado Mecânico,Acessórios,1,401.23,0.08,188.0,Cartão de crédito
2025-08-24,PED-2025-00982,Alfa Engenharia 191,RJ,Rio de Janeiro,Lucas Barros,Monitor Ultrawide 29,Informática,3,1846.82,0.05,1193.33,Boleto
2025-11-05,PED-2025-00983,Central Serviços 173,MG,Belo Horizonte,Juliana Mendes,Teclado Mecânico,Acessórios,1,402.93,0.03,187.49,Cartão de crédito
2025-11-05,PED-2025-00983,Central Serviços 173,MG,Belo Horizonte,Juliana Mendes,Cadeira Ergonômica, móveis ,3,1444.95,0.12,761.91,Cartão de crédito
2025-06-07,PED-2025-00984,Aurora Varejo 142,DF,Brasília,Bruno Costa,Notebook Essencial 14,Informática,2,2949.04,0.1,1968.89,Boleto
2025-06-07,PED-2025-00984,Aurora Varejo 142,DF,Brasília,Bruno Costa,Filtro de Linha Premium,Energia,3,125.42,0.15,51.78,Boleto
2025-06-07,PED-2025-00984,Aurora Varejo 142,DF,Brasília,Bruno Costa,Cadeira Ergonômica,Móveis,2,1410.4,0.08,749.19,Boleto
2025-03-30,PED-2025-00985,Nova Comercial 137,SP,Campinas,Lucas Barros,Switch 24 Portas,Conectividade,1,1170.5,0.12,601.01,Boleto
2025-04-25,PED-2025-00986,Nova Engenharia 047,SP,São Paulo,Camila Rocha,Filtro de Linha Premium,Energia,7,125.73,0.15,52.25,Cartão de crédito
2025-02-05,PED-2025-00987,Horizonte Engenharia 215,BA,Salvador,Lucas Barros,Mesa Ajustável,Móveis,2,1790.48,0.0,1030.2,Transferência
